text,label
Atala varso ka sui geyali ben .hakikat ma bhul koni che e bhagvna jane pan atala varso pachi tari ankh khuli matlab tu natak kare che .bija Bhai e kahyu che m gift api tya sudhi saru lagyu have faiyad jare che tu .saram to tane Ava joye swamji e Kai karyu hase k nai karyu hase pan gungar tu bi che agal varso pachi tu faiyad karva avi k pachi Kai moti gift joye etale seamjini fasave che tu.,1
"NARENDRA PATEL,AAMARE TILA KARVA KE TAPKA,TEVU TAMNE PUCHHVANU NATHI,,,,,,,,,AAMRI VYAKTIGAT BABAT CHHE?,,,TAMNE KONE PUCHHU?,,,BAHU SHOKH HOI TO TAMARA BAPUNE SAMJAO EK JE AAKHI DUBIYANO BAP CHHE TENA VISHE BOLTA KAYIK VICHARVU PADE,,JOKE HAVE E FARI HIMAT KE VIKRUT, KE GHAMAND FARI NAHIJ KARE,,JO EMNE FARI KHUJLI UPDE TO EK VAR.  ISLAM VISHE BOLI BATAVE,,PACHHI JUVO MAJA,,,,KUVANA DEDKAO",1
"Pahelgaam ma 10 ‐15 lokoye jiv gumaviyo . Hve  ladai thase to ketla loko  marse teno ankado chhe kai ,  bhai . 
Matte  battle ni su jarur chhe , bhai . Santithi
 jivone.",1
B   j    p    sarkar    na    vasetiya   neta    pase    kem   jata    nathi    khanij    chori    vada    neta    pase    kem   nathi   jata   bogas   digri   vada   no   mudo    kem   jaher   karta   nathi    midiya    kisano    na   muda    kem   kaheta    nathi   B   j    p    sarkare   vayda    pyra    na   kariya   feku    ne   des    mathi   hatavo   jay    kisan   des   . Mate    jay   kejarival,1
Vakil potanu kam kare che aema koi nirday ke kasu aevu aapde vakil ne na boli sakye kem ae aemna profession ne ley ne utrya che nisan bhai bov sara vakil che❤️,1
"Kaekrvanijroornthi
Bapdadani
Tlvvaronehve
Katkadhotosaru
Tmonekhbrnhihoy
Pn
Pavyaonu
Anetklavnu
Bandharh
Aekjchhe
Mtlb
Aapavaeyakulnajchhe
Marivatno
Visvasno
Aavtohoyto
Tklama
Undautrno",1
Election ma joe laesu hve...kon Yuvrajsinh ...aa badho ghamand utari jse....BJP vala no,1
"PELAVIVAD UBHO KARE TENE PUCHHO,  AAMARW KONE AABHISHEK KARVO E AMARI VYAKTIGAT VAT CHHW,,,  MORARIDASNE KOINA BHAGWANNU KHANDAN KARVANO ADHIKAR NATHI,,,KUVANA DEDKANI YADI AAPAVI TENE AAVO VIVAD UBHO KARINE,ANE TENE AAMA TEKO KARTA BADHA KUVANA DEDKAJ CHHE,,,JO TAMARA BAPUNE AAVU BOLVANI VARAMVARNI TEV CHHE,TO PACHHI EK VAR IALAM VISHE KYONE BOLI BARAVE,  PAN NAHI KARE AAVI BHUL,,AATO EK SHANT ,KOINE NADTAR NA KARTA EK HINDUSAMPRADAY VIAHE BOLVANI VIKRUTI BAPUMA AAVI GAY CHHE ANE AMUK CHELKA THEKDA MARE CHHE,,,,,TAMARA BAPUTAMNE MUBARAK PAN KOINE KADI AANGLI KARVANU BHULI JAJO,,,AA VAKHE BADHANA BAAP PAR GHA KARINE MOTO MURKHAMI KARI CHHE,,,JAYNILKANTH VARNI SHRI SWAMI NARAYAN BHAGWAN,JAY NULKANTH MAHADEV,JAY SHRI RAM,JAY SHRI HARI KRISHNA",1
Aa kharekha khotu che hanumaji dada to ramayan kaal thi ajra amar che ane aa fakt  200 waras juno sawami narayan someday mahavir Hanuman ji Maharaj ne aed daas aek nokar tarike samjvava mange che aa svami loko dharm na name dhating j kareche,1
Kejarval ko.main ek sawal puchna chata hun Aajtak dilhi main apne kya kya kiya hai or duara sawal ye jab main kuch mahent karunga to muje roj gar to mile gaa naa kisee koi mahent karni nai hai sabko free main khana hai  ye gujart hai freee kabhi nai khata mahent che khata hai samje,1
"CAN ANYONE ANSWER ?
• Ben Tame 14 varsh na cho tyare Ratre Mandire jao cho tyare Tamara Papa/Gharma koine vat na kari ?
• Evi vastu thai hoy to 14-15 varsh ni chokari ma purti akkal hoy Ane Tame Mandbudhhi na pan nathi to tame thai gya baad pan koine vat na kari ?
• 9 varsh baad tame fariyad karo cho etle PROOOF to tame kay aapvana nathi right ?
• Ane 9 varsh sudhi tame kay bolya nathi etle ketlo FUND bhego karyo che tame ?",1
Bapu aatla mota vakta thaine koii sampradaine samjya vina kaii statement aape a bahuj dukhni vat che swaminarayan sampraday vise aap jano Cho su ?? Swaminarayan bhagwan ne aa samajne su aapyu che a tamne khabar pan che ?? Aap vaidik sampradai ni   ne niyamone sare aap Todo Cho ane potana anuyayione avu karva prero Cho smasanma jaine vivah jeva pavitra karyane tame karavo Cho ane bhagwan swaminarayan vise vagar samjye statement aapo Cho ?? Bapu swaminarayan sampradayana anuyayiona dilne tame thes pohchadi che,1
DINESHBHAI KUSHWAAHA..TAME JE PRAKAARE POLICE NO BACHAAV KARO CHHO TE TO VIDEO MA DEKHAAY CHHE. ANE JE GUNEHGAARO PAR KETLA GUNAAH GANAAVYA TE PRAMAANE TEO AATLA BEFAAM KEM CHHE?,1
Are Ahi to aapne Bhagavan ne Tu Kai ne bolavia che Mummy ne tu kahine bolavia che kem k aapni vadhari najik hoi bakwas depyuty collector kam ma dyan aapo Tamara Bhai j kidhu che ne koi kharab word thodo use karyo che and aapna Desh ma to normaly nam pacchad Bhai Ben lage shu certificate ma pan Hareshbhai j che k pachi Haresh sir,1
"Morariye Krishna Bhagwannu Ghor Apman karelu,to tenu Dhotiyu Kyare kadhvano chhe,Dofa tu? Brahmno Dikro hoy evu Lagtu Nathi pan Lotmago hoy evu Lage chhe?",1
Vaah saheb dhoi nakhya ho baaki maza aai peli vakhat evu lagyu k khare khar bjp no maatlu bharai gayu che bhai koi fodva vaadu aavyu saheb Mu 15 varas thi voting nathi karto pan aa vakhte 100 taka maaro vote saalu aam Aadmi party ne boss .... Tame niti thi ladjo sir mu bi maari rite koshish karish k jetla bane etla vote tamara ma laavish maalik ... Niyat che sir bus aaj bharoso che tamari par,1
Atle ... m.l.a no chokro ... mask na pahere ... and biju bapa  ni m.l.a wadi gaadi ... lai ne pan fari sake ... atle koina ... bapa police ma p.c.r van chalavta hoy to... a gaadi chokro used kari sake em..... and police ma bapa hoy to chokro ... vardhi paherine ...farse ... em.... aatli ... badhi tani ... kem ... bhai  ... aa to nagaiii che..... really .....,1
Aa loko khali khava piva ane moj karva j peda thaya che...mafat nu khava maley... foreign thi khub paisa maley che etle hadka haram na ane jibh chalavta avdi gyu,1
Sachi j vaat chhene aama khotu su bolyaa... Rajputo e roti beti na vyavhaar kryaa ne andro andr jagdwamaa j engrejjo ne mughalo raaj kari gyaaa...,1
Aaa ne sidhii  fhaachii aapo fhaa chii aaiyaa pachii 5 galu maro atle aavu koy pan nai kar che aaavu thaa che ne toj rep badh thaa che baaki nai thaa che remaat api ne sorii  dav to su fhai do,1
"aa badhu bhashan aapava karta, vijtar thi thata aksmat atkavo, varsad ma power cut thay tena vishe kai bolo, vij tar ne undergraund kare ena vishe kai bolo",1
Savaminaryan Bhagvan Sacha Pan Temna Santo Ne Hu Manto Nathi Aa Badha Jate Santo Bani gaya Aa Hindu santan Dharm MA Bhagla Padvanu kam Bandh Kare Hanuman Dada nu apman na Kare Jay shree Ram Sanatani Dharam Mahan ce Dada Tamane Sat Bhudi aape Namaskar,1
Are bhai tu su kam rahe che gar ma nikdi jaa jupda ma rahe ne amara madi to banglo nahi mahel ma rahe pan tamara jeva avche ave ne tamne kam su paisa kamava mate aa badhu karo madi ne tame loko badnam na karo,1
are jayant tame kon bhudevo ane koina pan srdha nathie  aaje j banu te bigi vaar banvu joiye nahi nahi to asl parsuram nu rup dekhase tamne,1
Potana bhgwan vishe vaat ave tyare kayar thai ne na besvu jawab aapvoj pade tenej sacho bhakt kahevay.,1
Aaa amna mo pr tmachooo che jeni hal elections ma jit thy che.. hju to bvkuf bnavanii sruaat thy che... aagl jovo hju ktla tayfaooo thse e...,1
"Ane bau apman lagtu hoyto dada ni murti halavi batavo potan adham li jai batavo che takat 

Vichar pan nahi karta kemke dada ram ne narayan vagar nahi rahe kyay nahi rhe.",1
jagmal vala a sachu j kidhu pan tamara ma budhi nathi daru saro se army na javan pive a sachi vat se budhi se janta ma mat apshe khoti afva na felavo Media vara besaram thav ma BJP upar to vishvash nathi tame to janta no vishvash na khovo,1
"Swami narayan vala Santo nilkanth varni pr abhishek na rs.51 levanu bandh kare nilkanth a to ghanu aapyu 6e pan swami narayan vala Santo pramvati ma CGST AND SGST lagavanu bandh kari 1 annakhatra Chave ....
Swami narayan vala Professional rite black nu wight bav kare 6e.....
Bas aatlu dhyn rakhe to bav thay gyu swami narayan sampraday mate......",1
"*****  Swami Tamari Bhasa Thi Tamaru Asli Roop Bahar Awe Chhe. Sharam Karo Je Sacha Sant Hoi To Te Kahe Bhai  ""HATHI CHALE BAZAAR ANE KUTRA BHUKE HAZAAR""  Tamare Kassu Bolvani Ke Samjavavani Jaroor J Nathi. AneTame Avu Karso To Bijane Su Sikhevadso.  Mafi J Hoi. Badha Independence Chhe. Koi Game Te Kahe "" A Amnu Kare Tame Tamaru Karo""",1
Aa sarkar kahevata sawarno ne aagad lavva mage chhe jati vad jro ane pachhat jatione pachhad rakho aevi aemni mansikata raheli chhe aa sarkar brahmanvad parmane chale chhe aamara samaj ma 1 pan sanman layak kalakar na dekhaya navai kahevay,1
Ye gopalbhai our yena lidar gujrat ma moti moti vato karyi loko ne galat margye dorye se dilhi valo ne bekar banvya dilhi ni punjab ni halat bagadi se red padye to AAP partyi ne dar lagye kem dar lagye darvanu karan kai to se.,1
RONAK VADHARE UCHAAVAJE BOLTO NAHI NAHITER TARU KE TARI CHANNEL KYARE NE KEVIRITE BANDH THAI GAY ENI BHAN PAN NAHI RAHE MATE TARA MAP MA RAHI NE BOLJE JO VAT NI KHABAR NA HOY TO CHUP RAHEVU SARU,1
Mafi magvi e pa mard ane mota manvada nu kam che.pelo kya gayo swami je keto hato ke sankar bhagvan na kutumb ne svikruti api.pagal mara bhiliyanath ne tarajeva tran takana swamio na sarti ni jarur nathi eto dhare tyare prutvi halavi ne manva majbur kare che .todu bolvama kabu rakh,1
Have e morari bapu  ramaayn ane vyas oith par thi rajkarniyo na vakhan karta hoy 6...ane swaminaraayn bhagvaan na jivan vise lage 6 vanchyu nathi ane katha ma gyaan aapo ne aavu tevu kevani kai jarroor nathi...,1
Police sarkari nokri no matlab nokri thay Bhai etle to pablik je lokone chuti lave ene salam dhoko 6o,1
Kai nai...game tene pakdi ne police na lockup ma marva a koi bahaduri nu kam karyu hoy em...bannev side jovani....ek pakshe paththar fenkya ane enathi pehla bija a kai nthi kqryu,1
Hindu dharam me bahut sari bate nahi chalti jese sarab pina anda khana matan khana bakre ki bali chadhana 😂lagta he en sab mese koyi na koyi khata pita hoga 😂or kayi ase sampraday he jis k bahut video aate he mene dekhe he sayad vo bhi galat hi he,1
Aa Barak to konu che kon che eto nathi khabr but insha'Allah Allah tala darek na parivar na je je gum Thai lu che e insha'Allah Mali jay evi Allah tala thi Khub Khub aasa rakhu Chu aa nana Barak na sabd e Maa sabd boli ne aankho ma thi aansu karavi ankhya 😭 Hu Allah thi duaa karu Chu me aa Barak ne ina Mata pita bhai bahen Sahi salamt Mali jay insha'Allah 😍🤲,1
"Sau pratham to e vat, mantri no chhokro rakhdva niklyo nato, ena friends niklya ta, ane police e rokya ema aa kana no chhokro ene Bapa na status no power batavva ayo, ne bicharo fasai gayo, khoto badnam thai gayo😂, to dhod dahapan na karay ne bija ni vat ma",1
Dera aaya dirasa ayeha yeha owera bandha minada wslibatahsi sagamoha dewalopa kaneki samaja nahi paratihsi kaya karana jarurihsi kisaki milibhagatahsi itana owera ganadaki felana korapiresana satata dhari kaya karatahai desa janatakoha behawakufa bananahai kaya dada abhi tska anadha chakasyths minda badha tha kaya satsta dhari gunadoka japasebhi pachhatahai india jahila janagalihsi not dewalop onli bhata chara dewalipahai okindia bharatskeha gulama agarenskeha bhadata ghotalebaja tanatara bsndha mind onli bhasatachari thank,1
Jene  sela 3 varsh ma kombhadi o ne khula Kara te yuvaraj Singh yad rakhjo jm 2014  ma cng tame loko kadhi hati tem aa vakhte tamaro varo. Pela ni vatu hu karo atyre tame su karu e Kyo 25 varah that sasan Kare ne 6 kalak vijli km malti Thai sele tet talati clrak kyare lidhi a pn jojo jarak,1
To bhai nisar te aa cash su vichaari ne lidho 6e tane su laage 6e aa chokro je drive karto to car te car ni koi problem na lidhe thayu aem kevu 6e tamaru ke pachi hu kahu 6u te right 6e to car ni koi problem hoi to door open kari kudi sakay car koi aevi disha ma vadi ne to aa me vaat kari aema badha javab 6e ne tu gujrat no thay ne aa cash no vakil 6e ae vaat thi Mane khubaj dukh thay 6e bhai  ane midia ma tu vaat ae rite kaare 6e tu aene saja apavish aem,1
"SALE  SAB  GUNDE    HO  CHAHE  VAKIL  MLA  MANTRI  SAB ZUTTHE  HAI  ,   PAISO  KA  KHEL  HAI  ,  GARIB  KI  JAN GUJRAT  ME  MODIJI  K  JANE K  BAD   SAB  FAIL  HAI  ,24  K  ELECTION  ME  SAB   BADI  BHUL SAMAJ  ME   AAYEGA",1
Sachi vaat koine khabar chhe swami narayn pote kon hata ane kyare aemnu janam thayu hatu ane hanumanji no janam kyare thayu hatu hanumanji ne to ramayan mahabharat ane bhagvadgeeta ma hata pan swaminarayan nu name koi di sabhlyu 😂ramayan ma,1
Ronak saheb aa muddo dhilo naa mukta aaj pachi na darek episod ma sarakar paase thi javab maago...ghani vaar evu jou che k saakar k pagala lesu etle ronak saheb muddo chodi dee che,0
Ngrpalika ne bivadva muslma bnvani dmki nhiaapvi joile muslman vistaramae aavu hay che,1
Have gondal ni vat kare se pt ne khabar se chuntani pasi gondal vara tari khabar levana se karan lokshahi no jayachand pt se ne kahe se jayarajshih ne etale tari khabar to levani se,1
"Nautam Bhai Swaminarayan maharaj ne ( Bhagwan) kahe che ane Hanuman dada je kharekhar Bhagwan che emne maharaj kahe, Nautam bhai ne Gnan apvu jaruri che, AAA Sampraday nu naamm bagade che, AAA Sampraday ma thoda( Angri na vedhe ganay etla)sacha santtoo pan hase j",1
Aava Dhangi  sadhu ne majuri karta Shikhavado .30 day 10  hour  khada khodavo .nasi Jase.kapda Leva nahi Rahe.lok dan thi  roff mare chhe. Labour pan sanscuti desh  mabap nu apaman  nathi karto jivade chhe.,1
